Latitude,Longitude
  39.30594, -77.78001
  39.30524, -77.78105
  39.30428, -77.78158
  39.30687, -77.78402
  39.30463, -77.78307
  39.30377, -77.78229
  39.30463, -77.78798
  39.29799, -77.78984
  39.30199, -77.78927
  39.29471, -77.79124
  39.30486, -77.78536
  39.30518, -77.78592
  39.30369, -77.78643
  39.30266, -77.78742
  39.30102, -77.78825
  39.30129, -77.78661
  39.30302, -77.78471
  39.29863, -77.78461
  39.30043, -77.78490
  39.30532, -77.78007
  39.30526, -77.78011
  39.30526, -77.78011
  39.30030, -77.79139
  39.30030, -77.79139
  39.32133, -77.73509
  39.32133, -77.73509
  39.32218, -77.73579
  39.32251, -77.73292
  39.32251, -77.73292
  39.32201, -77.73503
  39.32201, -77.73503
  39.32220, -77.73677
  39.32220, -77.73677
  39.32158, -77.73801
  39.32290, -77.73798
  39.32324, -77.74443
  39.32324, -77.74443
  39.32324, -77.74443
  39.32324, -77.74443
  39.32345, -77.74353
  39.32345, -77.74353
  39.32375, -77.74357
  39.32375, -77.74357
  39.30763, -77.76099
  39.32660, -77.73452
  39.32660, -77.73452
  39.32729, -77.73666
  39.32729, -77.73666
  39.32729, -77.73666
  39.32729, -77.73666
  39.32760, -77.73871
  39.32760, -77.73871
  39.32760, -77.73871
  39.32760, -77.73871
  39.33083, -77.74716
  39.33083, -77.74716
  39.33043, -77.74590
  39.33043, -77.74590
  39.33043, -77.74590
  39.32869, -77.74201
  39.33121, -77.74770
  39.31465, -77.75544
  39.31465, -77.75544
  39.31685, -77.75175
  39.31685, -77.75175
  39.31647, -77.75946
  39.32014, -77.71178
  39.34868, -77.40679
  39.34868, -77.40679
  39.34868, -77.40679
  39.35800, -77.39896
  39.34840, -77.40663
  39.34840, -77.40663
  39.35800, -77.39896
  39.34795, -77.40520
  39.34795, -77.40520
  39.34827, -77.40640
  39.34827, -77.40640
  39.35220, -77.40340
  39.35220, -77.40340
  39.35220, -77.40340
  39.35220, -77.40340
  39.35495, -77.40040
  39.35495, -77.40040
  39.35495, -77.40040
  39.35220, -77.40232
  39.35220, -77.40232
  39.35220, -77.40232
  39.35437, -77.40115
  39.35437, -77.40115
  39.35437, -77.40115
  39.35723, -77.40149
  39.35723, -77.40149
  39.35308, -77.40105
  39.35308, -77.40105
  39.35217, -77.40224
  39.35217, -77.40224
  39.35101, -77.40634
  39.35101, -77.40634
  39.35083, -77.40684
  39.35058, -77.40315
  39.35058, -77.40315
  39.35277, -77.40338
  39.35277, -77.40338
  39.35290, -77.40306
  39.35290, -77.40306
  39.35005, -77.40560
  39.35005, -77.40560
  39.35005, -77.40560
  39.35005, -77.40681
  39.35005, -77.40681
  39.34992, -77.40565
  39.34992, -77.40565
  39.34944, -77.40383
  39.34944, -77.40383
  39.35178, -77.40253
  39.35178, -77.40253
  39.35178, -77.40253
  39.34804, -77.40505
  39.34804, -77.40505
  39.35437, -77.40115
  39.35437, -77.40115
  39.35437, -77.40115
  39.35437, -77.40115
  39.35437, -77.40115
  39.34799, -77.40579
  39.34799, -77.40579
  39.34799, -77.40579
  39.35043, -77.39857
  39.35552, -77.39619
  39.35552, -77.39619
  39.35495, -77.40040
  39.35367, -77.40074
  39.35610, -77.39940
  39.35686, -77.39893
  39.36307, -77.38503
  39.36307, -77.38503
  39.36429, -77.38462
  39.36429, -77.38462
  39.37250, -77.38681
  39.37250, -77.38681
  39.36404, -77.38512
  39.36404, -77.38512
  39.36350, -77.38508
  39.36350, -77.38508
  39.36319, -77.38285
  39.36603, -77.38174
  39.36603, -77.38174
  39.36706, -77.38379
  39.36768, -77.38438
  39.36768, -77.38438
  39.36417, -77.38537
  39.36417, -77.38537
  39.36476, -77.38360
  39.36290, -77.38297
  39.36290, -77.38297
  39.36705, -77.38248
  39.36705, -77.38248
  39.36727, -77.38331
  39.36727, -77.38331
  39.36648, -77.38418
  39.36742, -77.38808
  39.36742, -77.38808
  39.37307, -77.38553
  39.34909, -77.39302
  39.34965, -77.39440
  39.34965, -77.39440
  39.34871, -77.39341
  39.34815, -77.39230
  39.34815, -77.39230
  39.34815, -77.39230
  39.34970, -77.39235
  39.34728, -77.39282
  39.34764, -77.39074
  39.34676, -77.39084
  39.34676, -77.39084
  39.34764, -77.39074
  39.34764, -77.39074
  39.34680, -77.39087
  39.34680, -77.39087
  39.34966, -77.39426
  39.34966, -77.39426
  39.34685, -77.39325
  39.34685, -77.39325
  39.35260, -77.39403
  39.35049, -77.39063
  39.34825, -77.39372
  39.34806, -77.39225
  39.34806, -77.39225
  39.34965, -77.39441
  39.34965, -77.39441
  39.34670, -77.39132
  39.34625, -77.39036
  39.34625, -77.39036
  39.34387, -77.39121
  39.34387, -77.39121
  39.36116, -77.39477
  39.36403, -77.39155
  39.36498, -77.39119
  39.36197, -77.39928
  38.99652, -76.87451
  38.98532, -76.89882
  38.98532, -76.89882
  38.98561, -76.89896
  38.98561, -76.89896
  38.90861, -76.95756
  38.87297, -76.94121
  38.87258, -76.94063
  38.87297, -76.94121
  38.87258, -76.94063
  38.87391, -76.93879
  38.87391, -76.93879
  38.88138, -76.96191
  38.88138, -76.96191
  38.87327, -76.94151
  38.87327, -76.94151
  38.88173, -76.95878
  38.88205, -76.96227
  38.88205, -76.96227
  38.88166, -76.96064
  38.88166, -76.96064
  38.88164, -76.96164
  38.88164, -76.96164
  38.87279, -76.94062
  38.87279, -76.94062
  38.87258, -76.93986
  38.87258, -76.93986
  38.88168, -76.95853
  38.88168, -76.95853
  38.87130, -76.94422
  38.87130, -76.94422
  38.87198, -76.94596
  38.87198, -76.94596
  38.87513, -76.95221
  38.87513, -76.95221
  38.91426, -76.94693
  38.91426, -76.94693
  38.91220, -76.94584
  38.91196, -76.94763
  38.91196, -76.94763
  38.55676, -77.38960
  38.55675, -77.38921
  38.55675, -77.38921
  38.56079, -77.38755
  38.56079, -77.38755
  38.56044, -77.38697
  38.56044, -77.38697
  38.56361, -77.39631
  38.56361, -77.39631
  38.56148, -77.38916
  38.56148, -77.38916
  38.55747, -77.34164
  38.56509, -77.38184
  38.56435, -77.37140
  38.58475, -77.38094
  38.58557, -77.38178
  38.55674, -77.34616
  38.55674, -77.34616
  38.55750, -77.34650
  38.55750, -77.34650
  38.55673, -77.34617
  38.55720, -77.34638
  38.94607, -77.04685
  38.94512, -77.05042
  38.94593, -77.04788
  38.94593, -77.04788
  38.94593, -77.04788
  38.94593, -77.04788
  38.94593, -77.04788
  38.94613, -77.04613
  38.94613, -77.04613
  38.94602, -77.04627
  38.94602, -77.04627
  38.94588, -77.04696
  38.94588, -77.04696
  38.94625, -77.04648
  38.94625, -77.04648
  38.94635, -77.04639
  38.94635, -77.04639
  38.91710, -77.06546
  38.91710, -77.06546
  38.93569, -77.07730
  38.91155, -77.08060
  38.93570, -77.07745
  38.93570, -77.07745
  38.93884, -77.07879
  38.93884, -77.07879
  38.93725, -77.08011
  38.93725, -77.08011
  38.93561, -77.07764
  38.93561, -77.07764
  38.92162, -77.08461
  38.90627, -77.07903
  38.90627, -77.07903
  38.90636, -77.07968
  38.90636, -77.07968
  38.93299, -77.05813
  38.93931, -77.06495
  38.95749, -77.03887
  38.95749, -77.03887
  38.92580, -77.09352
  38.92580, -77.09352
  38.93904, -77.04916
  38.93904, -77.04916
  38.94103, -77.05187
  38.93926, -77.03822
  38.90507, -77.05531
  38.90507, -77.05531
  38.99167, -77.04463
  38.99071, -77.04455
  38.15381, -81.85083
  38.14442, -81.84553
  38.13991, -81.84353
  38.13601, -81.75946
  38.14861, -81.74757
  38.15340, -81.75362
  38.15189, -81.75737
  38.15030, -81.75978
  38.15649, -81.75766
  38.15785, -81.75942
  38.17487, -81.77394
  38.20185, -81.78227
  38.20503, -81.78536
  38.20492, -81.79539
  38.20718, -81.79695
  38.16188, -81.85181
  38.15727, -81.85444
  38.07708, -81.83116
  38.07096, -81.81884
  38.05704, -81.83165
  38.05051, -81.83270
  38.04775, -81.83104
  38.04858, -81.82891
  38.02489, -81.82522
  38.02177, -81.82369
  38.01310, -81.82389
  38.00408, -81.81388
  38.00117, -81.81168
  37.99140, -81.81614
  37.98645, -81.81971
  37.95229, -81.81788
  37.98707, -81.94041
  37.99687, -81.90610
  38.00603, -81.89458
  38.00695, -81.89219
  38.01090, -81.88501
  38.01792, -81.87468
  38.05471, -81.86679
  38.07840, -81.84169
  38.09163, -81.83609
  38.13951, -81.84134
  38.16414, -81.84964
  38.17240, -81.84997
  38.47837, -82.29896
  38.43021, -82.39038
  38.43000, -82.39052
  38.42980, -82.39099
  38.40640, -82.50041
  38.40729, -82.49723
  38.40431, -82.49591
  38.40502, -82.49379
  38.40537, -82.49273
  38.40589, -82.49126
  38.41403, -82.44772
  38.41485, -82.44327
  38.41600, -82.43664
  38.42597, -82.09590
  38.44157, -82.12835
  38.44178, -82.13333
  38.43150, -82.21551
  38.41693, -82.34516
  38.41165, -82.34937
  38.40988, -82.35170
  38.40932, -82.36079
  38.40423, -82.36803
  38.40254, -82.37089
  38.39630, -82.40074
  38.39006, -82.43115
  38.39443, -82.45754
  38.40036, -82.47593
  38.39988, -82.48976
  38.17555, -81.30953
  38.86538, -81.89422
  38.86439, -81.89000
  38.86837, -81.87890
  38.87055, -81.87595
  38.86397, -81.84084
  38.86325, -81.87535
  38.85960, -81.88756
  38.74345, -81.68220
  38.70723, -81.66490
  38.68668, -81.66429
  38.66356, -81.66414
  38.92112, -81.76032
  38.94048, -81.74595
  38.94727, -81.74933
  38.92056, -81.71297
  38.86551, -81.59166
  38.88035, -81.66236
  38.82205, -81.72474
  38.72463, -81.65301
  38.41117, -81.62744
  38.40585, -81.62296
  38.40384, -81.62044
  38.39898, -81.61735
  38.39374, -81.62088
  38.37108, -81.60820
  38.36875, -81.60956
  38.36665, -81.61166
  38.36470, -81.61515
  38.36004, -81.63848
  38.34775, -81.65143
  38.31201, -81.72869
  38.30923, -81.73146
  38.30760, -81.73309
  38.30064, -81.74019
  38.29958, -81.74270
  38.29304, -81.75376
  38.27784, -81.77603
  38.26979, -81.78702
  38.26697, -81.79076
  38.20947, -81.80335
  38.21288, -81.80619
  38.21417, -81.81573
  38.29056, -81.75819
  38.35201, -81.64846
  38.36040, -81.62961
  38.39980, -81.61699
  38.44348, -81.67245
  38.44615, -81.67545
  38.37580, -81.66689
  38.37534, -81.66852
  38.37774, -81.68384
  38.37758, -81.69067
  38.37572, -81.69733
  38.37501, -81.72653
  38.37989, -81.72610
  38.36273, -81.72237
  38.37617, -81.69464
  38.37683, -81.69167
  38.37641, -81.67646
  38.37427, -81.66798
  38.36059, -81.66140
  38.36025, -81.66074
  38.35926, -81.65922
  38.35645, -81.65365
  38.34671, -81.63846
  38.33015, -81.61123
  38.29709, -81.56593
  38.29477, -81.56685
  38.29071, -81.56839
  38.29000, -81.56865
  38.26218, -81.57404
  38.26032, -81.57413
  38.25677, -81.57363
  38.24085, -81.56010
  38.23697, -81.55424
  38.22310, -81.53580
  38.20979, -81.52146
  38.20226, -81.51401
  38.19934, -81.51007
  38.19584, -81.49948
  38.19512, -81.48611
  38.19604, -81.48099
  38.19893, -81.47518
  38.20020, -81.47207
  38.20473, -81.46294
  38.20672, -81.46031
  38.20882, -81.45746
  38.20878, -81.45749
  38.21213, -81.45248
  38.21571, -81.44452
  38.21644, -81.44098
  38.21494, -81.43319
  38.20662, -81.42795
  38.20386, -81.42599
  38.20140, -81.42224
  38.20004, -81.41409
  38.20269, -81.40167
  38.20418, -81.39594
  38.20352, -81.39987
  38.20324, -81.40153
  38.20544, -81.39161
  38.20868, -81.38638
  38.20536, -81.37813
  38.19682, -81.37661
  38.19062, -81.37135
  38.18960, -81.36987
  38.18553, -81.35913
  38.18415, -81.35477
  38.18231, -81.35017
  38.18149, -81.34831
  38.17987, -81.33585
  38.18473, -81.32751
  38.18363, -81.33272
  38.18695, -81.34872
  38.19199, -81.36416
  38.21061, -81.36999
  38.21576, -81.35663
  38.21377, -81.35136
  38.21231, -81.34981
  38.21335, -81.34086
  38.21332, -81.33732
  38.21818, -81.33249
  38.23895, -81.30307
  38.21218, -81.37676
  38.21428, -81.38206
  38.21264, -81.39096
  38.21022, -81.39693
  38.20851, -81.40196
  38.20963, -81.42139
  38.22115, -81.42928
  38.22230, -81.43609
  38.22052, -81.44864
  38.21438, -81.45887
  38.20648, -81.47118
  38.20018, -81.48989
  38.20441, -81.50268
  38.21433, -81.51610
  38.23750, -81.54271
  38.25456, -81.56431
  38.26952, -81.56428
  38.29293, -81.55861
  38.30135, -81.55583
  38.31791, -81.56218
  38.32939, -81.57973
  38.33516, -81.59665
  38.44948, -81.66696
  38.44554, -81.67645
  38.26561, -81.81679
  38.26306, -81.83360
  38.26232, -81.83410
  38.26042, -81.83981
  38.25629, -81.84703
  38.25506, -81.84910
  38.25313, -81.86087
  38.24195, -81.88799
  38.23513, -81.90171
  38.23135, -81.91349
  38.22538, -81.92239
  38.22424, -81.92593
  38.19839, -81.93916
  38.18386, -81.93469
  38.16694, -81.92425
  38.16422, -81.91089
  38.16057, -81.89633
  38.16157, -81.89186
  38.24925, -81.83669
  38.25950, -81.83477
  37.94213, -81.81860
  37.93548, -81.82449
  37.93402, -81.82362
  37.91821, -81.82553
  37.90230, -81.80553
  37.89435, -81.81163
  37.89606, -81.81856
  37.88611, -81.82404
  37.86981, -81.85292
  37.86885, -81.86402
  37.86794, -81.86926
  37.86464, -81.87123
  37.85985, -81.88465
  37.86632, -81.91373
  37.86117, -81.92385
  37.84848, -81.94423
  37.83914, -81.96525
  37.84401, -81.97271
  37.84598, -82.00958
  37.84906, -82.01405
  37.85853, -82.04725
  37.87595, -82.04558
  37.89485, -82.04574
  37.93078, -82.01426
  37.95874, -82.01857
  37.97357, -82.01198
  37.98583, -81.98662
  37.73757, -81.75463
  37.73517, -81.76569
  37.73502, -81.77132
  37.73139, -81.78684
  37.72961, -81.79538
  37.73067, -81.79854
  37.73552, -81.82203
  37.73433, -81.82400
  37.72998, -81.84352
  37.72710, -81.85268
  37.73014, -81.86154
  37.72980, -81.86642
  37.74289, -81.88021
  37.76030, -81.89788
  37.76561, -81.91471
  37.76736, -81.91711
  37.76995, -81.92115
  37.77054, -81.92654
  37.77464, -81.93567
  37.80254, -81.93046
  37.81119, -81.93427
  37.82757, -81.95137
  37.85730, -81.99570
  37.85935, -81.99140
  37.86443, -81.98755
  37.86809, -81.98653
  37.87381, -81.98743
  37.87979, -81.98894
  37.92236, -81.97519
  37.92683, -81.98337
  37.93657, -81.99652
  37.93511, -82.01317
  39.77956, -80.84897
  39.89205, -80.79055
  39.89814, -80.79203
  39.99975, -80.73123
  38.62390, -82.16513
  39.02583, -82.01819
  39.02448, -82.01239
  39.02231, -82.00705
  39.00149, -81.98703
  38.99364, -81.98376
  38.98841, -81.97745
  38.96047, -81.92533
  38.91057, -81.92577
  38.83801, -81.92215
  38.82995, -81.91520
  38.81583, -81.91386
  38.79729, -81.88451
  38.52792, -82.06907
  38.84019, -81.92535
  37.48647, -81.81011
  37.48182, -81.81799
  37.46967, -81.81739
  37.46746, -81.81823
  37.46352, -81.81781
  37.46531, -81.81150
  37.46840, -81.80659
  37.46998, -81.80519
  37.47069, -81.79897
  37.47262, -81.78387
  37.47242, -81.77080
  37.45294, -81.72142
  37.43319, -81.68117
  37.42201, -81.64517
  37.42121, -81.64021
  37.41569, -81.61407
  37.41749, -81.58948
  37.41937, -81.54432
  37.42475, -81.50275
  37.42400, -81.50141
  37.41912, -81.49679
  37.41961, -81.48825
  37.40421, -81.15741
  37.83679, -82.40708
  37.83152, -82.39972
  37.81326, -82.38059
  37.77591, -82.32351
  37.74612, -82.32938
  37.69336, -82.30167
  37.67726, -82.28369
  37.66634, -82.26987
  37.66419, -82.26586
  37.65908, -82.25753
  37.66770, -82.24755
  37.67323, -82.24173
  37.69872, -82.22101
  37.69954, -82.21656
  37.70091, -82.21419
  37.66904, -82.12137
  37.66196, -82.10264
  37.65514, -82.07461
  37.65552, -82.06773
  37.65366, -82.06285
  37.65298, -82.03986
  37.65290, -82.03199
  37.65042, -82.00668
  37.64748, -81.97012
  37.63655, -81.91737
  37.61243, -81.86326
  37.60364, -81.86850
  37.60125, -81.86438
  37.60029, -81.85693
  37.59602, -81.84930
  40.05182, -80.71731
  39.33713, -81.35375
  39.33804, -81.35165
  39.38317, -81.22355
  38.44408, -82.02014
  38.46044, -81.82815
  38.46990, -81.82874
  38.40912, -82.59229
  38.40810, -82.59028
  38.40516, -82.59024
  38.40386, -82.58638
  38.39614, -82.55407
  38.39713, -82.54758
  38.39594, -82.53861
  38.39591, -82.53475
  38.39658, -82.53101
  38.39736, -82.52686
  38.39855, -82.52040
  38.40389, -82.50238
  38.38712, -82.59362
  38.38386, -82.59317
  38.37837, -82.59140
  38.37722, -82.59100
  38.37305, -82.59074
  38.38020, -82.58201
  38.39025, -82.57300
  38.39113, -82.57373
  38.39641, -82.52615
  38.39725, -82.52017
  38.39870, -82.51384
  38.40337, -82.49869
  38.39707, -82.50417
  38.39630, -82.51085
  38.39512, -82.52139
  38.39500, -82.52297
  38.39474, -82.53005
  38.39464, -82.53277
  38.39101, -82.55316
  38.39053, -82.56135
  38.39171, -82.57171
  38.39201, -82.57320
  38.39163, -82.57435
  38.38020, -82.58237
  38.25761, -82.57487
  38.20083, -82.59701
  38.18428, -82.60384
  38.17028, -82.61068
  38.11244, -82.57967
  38.11084, -82.57826
  38.07413, -82.54775
  38.06382, -82.54774
  38.04845, -82.53969
  38.04628, -82.53683
  38.00612, -82.50675
  37.98593, -82.48255
  37.98310, -82.46296
  37.97423, -82.46168
  37.97205, -82.45891
  37.96375, -82.43582
  37.95401, -82.42323
  37.92388, -82.47050
  37.92496, -82.47799
  37.92728, -82.48180
  37.93536, -82.49898
  37.94637, -82.47285
  37.95457, -82.47414
  37.95713, -82.47186
  37.96203, -82.47306
  37.97155, -82.47450
  37.97389, -82.46426
  37.91473, -82.45015
  37.91166, -82.45314
  37.90385, -82.44332
  37.89373, -82.43287
  37.88879, -82.42830
  37.86929, -82.41239
  37.86285, -82.42074
  37.85992, -82.42095
  37.97180, -82.35829
  39.54642, -80.66646
  39.55257, -80.66852
  39.61236, -80.66114
  39.62172, -80.85195
  39.69757, -80.84260
  39.38207, -81.48522
  39.36949, -81.49860
  39.36232, -81.50938
  39.36128, -81.51573
  37.59267, -81.82909
  37.59362, -81.82769
  37.59634, -81.81760
  37.59691, -81.82058
  37.50521, -81.33972
  37.50916, -81.34631
  37.54163, -81.38879
  37.55223, -81.40481
  37.56643, -81.41367
  37.57046, -81.44983
  37.57239, -81.46029
  37.60022, -81.53291
  37.62789, -81.54203
  37.64679, -81.55965
  37.65158, -81.55877
  37.67339, -81.59955
  37.67714, -81.60523
  37.69074, -81.62235
  37.69944, -81.63843
  37.69785, -81.64599
  37.70109, -81.64777
  37.71453, -81.65472
  37.72367, -81.65587
  37.73103, -81.66580
  37.74120, -81.67230
  37.73268, -81.68874
  37.73142, -81.69460
  37.73333, -81.70509
  37.73177, -81.72355
  37.73502, -81.72933
  41.76400, -73.94009
  41.76376, -73.94030
  41.76504, -73.94012
  41.75956, -73.93603
  41.76542, -73.93995
  41.77021, -73.93678
  41.76969, -73.93634
  41.77184, -73.93911
  41.76158, -73.93578
  41.75932, -73.93669
  41.76550, -73.93939
  41.76547, -73.94017
  41.76491, -73.94060
  41.76474, -73.94082
  41.76948, -73.94183
  41.76451, -73.93987
  41.76664, -73.94263
  41.76655, -73.94263
  41.76647, -73.94259
  41.76660, -73.94270
  41.76668, -73.94270
  41.76267, -73.93450
  41.76271, -73.93438
  41.76276, -73.93398
  41.76112, -73.93523
  41.76162, -73.93543
  41.76163, -73.93530
  41.76168, -73.93537
  41.76115, -73.93461
  41.76201, -73.93475
  41.76208, -73.93477
  41.76218, -73.93388
  41.76079, -73.93298
  41.76081, -73.93288
  41.76040, -73.93308
  41.76011, -73.93290
  41.75986, -73.93415
  41.76598, -73.93867
  41.76535, -73.93935
  41.76502, -73.94007
  41.76537, -73.93998
  41.76502, -73.94041
  41.76499, -73.94043
  41.76479, -73.94074
  41.76470, -73.94064
  41.76472, -73.94087
  41.76463, -73.94099
  41.76448, -73.94096
  41.76457, -73.94111
  41.76440, -73.94135
  41.76455, -73.94131
  41.76806, -73.94216
  41.76847, -73.94236
  41.76830, -73.94390
  41.76843, -73.94408
  41.77182, -73.94380
  41.76316, -73.93988
  41.76337, -73.93996
  41.76548, -73.93892
  41.76543, -73.93894
  41.76334, -73.93705
  41.76288, -73.93566
  41.76286, -73.93541
  41.76217, -73.93515
  41.76439, -73.93813
  41.76420, -73.93428
  41.76390, -73.93451
  41.76341, -73.93376
  41.76293, -73.93416
  41.76088, -73.93484
  41.76608, -73.93604
  41.76436, -73.93412
  41.76474, -73.94010
  41.76348, -73.93655
  41.76542, -73.93776
  41.76483, -73.93776
  42.46733, -71.00677
  42.46728, -71.00680
  42.46721, -71.00678
  42.46761, -71.00684
  36.63125, -81.79463
  37.90269, -84.37322
  34.83333,-112.01667
  34.76667,-112.03333
  34.75000,-112.10000
  34.78300,-112.05000
  31.47421,-110.70588
  31.45622,-110.72699
  31.44722,-110.73754
  31.46522,-110.71643
  31.49221,-110.68477
  31.53679,-110.51607
  31.36541,-110.52746
  31.44537,-110.26397
  31.93129,-109.22349
  31.77200,-110.72606
  31.39052,-111.10440
  31.38741,-111.06486
  31.74837,-110.88768
  31.75049,-110.88737
  34.83298,-112.12713
  34.86838,-112.10135
  35.06649,-109.77937
  35.06560,-109.78048
  34.81483,-109.86400
  34.98727,-109.79843
  31.37500,-110.69600
  31.54600,-110.52700
  33.07300,-109.36500
  31.42900,-109.88800
  34.37100,-112.66600
  34.51347, -83.73913
  31.69593, -83.63398
  40.13388, -80.18467
  36.17294, -82.09764
  36.03266, -82.10650
  36.03266, -82.10650
  36.06539, -82.12341
  32.74711, -84.87028
  38.39770, -82.44910
  37.56374, -80.41206
  38.12296, -81.12807
  38.06993, -81.07852
  38.06540, -81.07674
  39.59677, -80.94697
  39.34091, -81.11394
  39.35132, -81.31415
  39.33435, -81.36009
  40.21066, -80.58305
  39.26199, -81.12522
  39.58717, -80.89442
  39.25060, -81.41448
  38.94725, -81.19963
  38.92246, -81.09492
  38.94634, -81.27002
  39.35093, -78.50872
  39.51687, -80.09359
  38.99501, -79.21468
  39.27412, -80.36106
  39.26275, -80.28779
  39.29599, -80.23151
  39.87295, -80.55125
  39.90487, -80.75981
  38.82388, -79.29233
  37.65102, -80.87082
  37.98330, -81.05032
  37.51420, -80.76570
  38.93407, -80.83810
  38.93407, -80.83810
  39.08961, -80.76289
  40.23936, -80.59881
  40.29582, -80.60785
  40.26284, -80.61565
  40.34879, -80.60578
  39.45814, -79.69629
  39.60711, -79.96230
  39.40332, -78.41727
  39.58727, -79.97648
  39.15957, -80.04662
  39.33862, -80.03672
  39.34402, -79.99389
  39.34456, -79.94505
  39.00194, -80.22505
  39.48113, -80.14083
  39.61112, -79.92335
  39.62186, -79.92559
  39.62745, -79.95571
  39.63689, -79.95811
  39.62259, -79.96581
  39.00742, -79.07110
  39.47032, -79.67161
  37.60766, -81.75083
  37.79840, -81.54531
  37.81116, -81.83169
  37.81110, -81.92417
  37.69572, -82.30157
  37.59295, -81.82925
  37.46604, -81.81026
  37.41420, -81.61178
  37.64524, -80.80374
  37.60268, -81.19563
  38.83846, -79.37105
  38.83746, -79.24768
  37.83249, -80.50446
  38.21794, -80.89059
  38.05410, -81.26722
  37.16847, -81.30171
  38.84020, -81.92529
  38.85386, -82.02411
  38.91889, -82.07092
  38.50914, -80.74711
  39.56352, -80.99542
  39.59036, -79.86337
  39.60329, -79.91259
  38.63466, -80.59675
  39.25121, -79.99388
  39.57026, -77.88197
  39.46030, -77.91957
  39.49283, -77.82507
  39.39192, -77.88095
  39.26444, -77.97510
  39.39699, -77.81024
  39.31742, -77.75067
  39.32095, -77.74523
  39.32104, -77.74372
  39.32143, -77.73950
  39.32238, -77.73971
  39.31194, -77.77474
  39.27537, -77.78713
  39.25416, -77.81490
  39.44537, -77.92835
  39.31658, -78.06411
  39.34421, -78.02149
  39.38919, -78.10957
  37.58393, -81.38263
  37.58878, -81.71950
  37.63985, -80.80521
  37.79524, -80.43302
  37.96330, -81.81852
  37.94413, -81.81392
  38.39221, -82.32165
  38.95137, -80.43531
  39.39195, -81.20853
  38.44674, -81.10697
  39.18357, -80.37890
  39.70844, -80.12810
  39.31888, -80.56906
  38.98589, -79.25481
  38.98710, -79.17183
  40.24878, -80.64164
  40.28008, -80.56378
  39.59675, -79.86354
  39.45619, -79.64664
  39.44164, -78.83361
  39.61099, -80.82759
  40.61639, -80.61602
  40.46791, -80.59247
  39.38342, -81.47582
  38.51544, -81.35842
  38.35478, -81.59753
  39.35597, -77.79751
  38.39586, -82.53384
  40.50816, -80.52419
  37.59616, -82.12657
  37.57828, -81.38927
  37.85127, -81.07950
  38.21091, -81.45712
  37.41199, -81.53923
  37.77610, -81.54005
  37.77930, -80.93126
  37.74972, -81.89152
  38.02866, -81.35777
  40.62092, -80.55265
  37.85533, -82.37123
  39.93748, -80.54203
  38.44298, -81.76357
  40.10086, -80.67082
  39.36121, -79.04226
  39.61648, -78.28174
  38.98823, -81.67591
  38.56379, -81.13240
  38.00429, -81.74857
  37.85117, -82.20949
  38.67831, -80.70864
  37.82749, -82.05256
  38.05788, -81.10558
  37.40596, -81.54803
  38.91237, -81.91965
  39.62776, -80.64574
  39.40334, -78.41738
  40.08242, -80.53638
  38.36952, -81.81353
  38.86811, -80.70047
  38.91308, -80.59615
  39.94049, -80.72986
  38.19658, -82.19065
  39.34675, -81.50021
  39.02175, -79.00751
  38.37470, -81.60477
  39.47575, -80.12245
  38.07662, -80.22726
  38.05923, -81.82412
  39.37013, -80.00784
  38.57644, -81.16083
  37.61670, -80.35008
  38.38924, -81.58392
  37.74502, -80.46528
  39.29597, -77.83993
  39.66400, -80.86002
  37.60827, -81.37403
  38.43114, -81.77192
  38.01326, -81.82240
  38.54231, -81.86215
  37.41352, -81.52362
  39.00257, -79.07800
  37.57721, -80.55120
  38.37736, -81.58298
  39.44656, -78.99016
  40.03862, -80.67521
  38.09148, -82.32768
  39.36869, -81.49442
  39.39601, -81.43729
  37.58066, -81.11946
  38.60886, -81.99318
  38.44157, -82.05216
  40.04837, -80.64097
  37.42495, -81.06999
  37.80265, -80.28544
  38.97895, -80.22050
  38.03286, -82.13245
  37.36950, -81.37173
  37.74577, -80.46949
  40.04842, -80.63410
  38.19520, -81.29574
  39.37926, -79.96351
  37.57955, -81.53451
  40.55834, -80.55189
  39.64447, -80.85764
  37.74366, -81.22564
  39.05624, -81.55063
  37.58934, -81.83244
  37.60006, -81.85695
  39.29232, -78.45913
  38.39069, -81.56469
  38.36671, -81.76466
  38.37748, -81.58284
  38.71628, -80.65775
  38.30334, -81.65116
  38.37539, -81.71412
  38.40740, -82.42743
  38.47987, -80.41300
  39.48622, -78.37546
  38.45852, -81.08932
  39.88892, -80.79076
  39.54993, -79.63227
  39.41055, -79.00135
  38.48385, -81.82682
  38.33524, -81.72245
  38.52301, -81.91848
  39.28925, -78.39981
  37.89658, -81.99442
  37.90840, -82.01278
  39.49806, -80.09952
  39.47785, -80.11820
  38.50103, -80.76348
  38.41008, -80.55465
  38.35476, -81.59739
  39.68923, -80.86009
  39.62756, -79.95948
  39.45061, -78.81356
  37.81449, -82.06662
  39.48544, -80.10846
  39.87246, -80.52906
  38.41196, -82.35211
  38.24063, -80.08922
  39.50528, -79.64285
  38.40920, -82.59227
  38.85728, -80.65819
  37.27926, -81.19461
  38.16043, -81.29858
  38.36180, -81.72892
  38.15179, -82.05612
  38.38869, -81.58416
  37.90510, -82.01608
  37.99691, -81.89680
  39.43801, -78.99937
  39.60965, -79.97105
